user_id,variant,converted
U04993,control,0
U04994,control,0
U04995,control,0
U04996,treatment,0
U04997,control,0
U04998,treatment,0
U04999,treatment,0
U05000,control,0
U05001,treatment,0
U05002,treatment,0
U05003,treatment,0
U05004,control,0
U05005,control,0
U05006,control,0
U05007,control,0
U05008,control,0
U05009,treatment,0
U05010,control,0
U05011,treatment,0
U05012,control,0
U05013,control,0
U05014,control,0
U05015,control,0
U05016,control,0
U05017,control,0
U05018,control,0
U05019,control,0
U05020,treatment,0
U05021,treatment,0
U05022,treatment,0
U05023,control,0
U05024,control,0
U05025,control,0
U05026,treatment,0
U05027,treatment,0
U05028,control,0
U05029,control,0
U05030,treatment,0
U05031,treatment,0
U05032,treatment,0
U05033,control,0
U05034,treatment,0
U05035,control,0
U05036,control,0
U05037,treatment,0
U05038,treatment,0
U05039,control,0
U05040,control,0
U05041,control,0
U05042,control,0
U05043,treatment,1
U05044,control,0
U05045,treatment,0
U05046,control,0
U05047,treatment,0
U05048,control,0
U05049,control,0
U05050,treatment,0
U05051,control,0
U05052,control,0
U05053,treatment,0
U05054,control,0
U05055,control,0
U05056,control,0
U05057,treatment,0
U05058,control,0
U05059,treatment,0
U05060,treatment,0
U05061,control,0
U05062,treatment,0
U05063,control,0
U05064,control,0
U05065,treatment,0
U05066,treatment,0
U05067,treatment,0
U05068,control,0
U05069,treatment,0
U05070,treatment,0
U05071,treatment,0
U05072,treatment,0
U05073,treatment,0
U05074,treatment,0
U05075,treatment,0
U05076,control,0
U05077,treatment,0
U05078,control,0
U05079,control,0
U05080,control,0
U05081,control,0
U05082,control,0
U05083,control,0
U05084,treatment,0
U05085,control,0
U05086,control,0
U05087,control,0
U05088,treatment,0
U05089,treatment,0
U05090,control,1
U05091,treatment,0
U05092,control,0
U05093,control,0
U05094,treatment,0
U05095,treatment,0
U05096,treatment,0
U05097,treatment,0
U05098,treatment,0
U05099,control,0
U05100,treatment,0
U05101,control,0
U05102,control,0
U05103,control,0
U05104,treatment,0
U05105,treatment,0
U05106,treatment,0
U05107,treatment,0
U05108,control,0
U05109,control,0
U05110,control,0
U05111,treatment,0
U05112,control,0
U05113,control,0
U05114,treatment,0
U05115,control,0
U05116,control,0
U05117,treatment,0
U05118,control,0
U05119,treatment,0
U05120,control,1
U05121,control,0
U05122,treatment,0
U05123,treatment,0
U05124,control,0
U05125,control,0
U05126,control,0
U05127,treatment,0
U05128,control,0
U05129,control,0
U05130,treatment,0
U05131,treatment,0
U05132,control,0
U05133,treatment,0
U05134,control,0
U05135,treatment,0
U05136,control,0
U05137,treatment,0
U05138,control,0
U05139,treatment,0
U05140,control,0
U05141,control,0
U05142,treatment,0
U05143,treatment,0
U05144,control,0
U05145,treatment,0
U05146,treatment,0
U05147,treatment,0
U05148,treatment,0
U05149,treatment,0
U05150,treatment,0
U05151,treatment,0
U05152,control,0
U05153,control,0
U05154,treatment,0
U05155,control,0
U05156,treatment,0
U05157,treatment,0
U05158,treatment,0
U05159,control,0
U05160,treatment,0
U05161,treatment,0
U05162,treatment,0
U05163,treatment,0
U05164,control,0
U05165,control,0
U05166,control,0
U05167,treatment,0
U05168,treatment,0
U05169,control,0
U05170,control,0
U05171,control,0
U05172,treatment,0
U05173,control,0
U05174,treatment,0
U05175,treatment,0
U05176,control,0
U05177,treatment,0
U05178,control,0
U05179,control,0
U05180,treatment,0
U05181,control,0
U05182,treatment,0
U05183,treatment,0
U05184,treatment,0
U05185,control,0
U05186,control,1
U05187,control,0
U05188,control,0
U05189,control,0
U05190,treatment,0
U05191,control,0
U05192,treatment,0
U05193,control,0
U05194,control,0
U05195,treatment,1
U05196,control,0
U05197,control,0
U05198,control,0
U05199,control,0
U05200,control,0
U05201,control,0
U05202,treatment,0
U05203,control,1
U05204,treatment,0
U05205,treatment,0
U05206,control,0
U05207,control,1
U05208,control,0
U05209,control,0
U05210,treatment,0
U05211,treatment,0
U05212,control,0
U05213,control,0
U05214,control,0
U05215,treatment,0
U05216,control,0
U05217,control,0
U05218,treatment,0
U05219,control,0
U05220,control,0
U05221,treatment,0
U05222,treatment,0
U05223,treatment,0
U05224,treatment,0
U05225,treatment,0
U05226,treatment,0
U05227,treatment,0
U05228,treatment,0
U05229,control,0
U05230,treatment,0
U05231,treatment,0
U05232,control,0
U05233,control,0
U05234,control,0
U05235,control,0
U05236,control,0
U05237,control,0
U05238,control,0
U05239,treatment,0
U05240,control,0
U05241,control,0
U05242,control,0
U05243,control,0
U05244,treatment,1
U05245,control,0
U05246,control,0
U05247,treatment,0
U05248,control,0
U05249,treatment,0
U05250,control,0
U05251,treatment,0
U05252,control,0
U05253,control,0
U05254,treatment,0
U05255,treatment,1
U05256,control,0
U05257,treatment,0
U05258,treatment,0
U05259,control,0
U05260,control,0
U05261,control,0
U05262,control,0
U05263,treatment,0
U05264,treatment,0
U05265,control,0
U05266,control,0
U05267,control,1
U05268,treatment,0
U05269,control,0
U05270,treatment,0
U05271,treatment,0
U05272,control,0
U05273,treatment,0
U05274,treatment,0
U05275,treatment,0
U05276,control,0
U05277,control,0
U05278,control,0
U05279,treatment,0
U05280,control,0
U05281,control,1
U05282,control,0
U05283,treatment,0
U05284,control,0
U05285,treatment,0
U05286,control,0
U05287,treatment,0
U05288,control,0
U05289,control,0
U05290,control,0
U05291,treatment,0
U05292,control,0
U05293,treatment,0
U05294,control,0
U05295,treatment,0
U05296,control,0
U05297,control,0
U05298,control,0
U05299,control,0
U05300,control,0
U05301,control,0
U05302,treatment,0
U05303,control,0
U05304,treatment,0
U05305,treatment,0
U05306,treatment,0
U05307,control,0
U05308,treatment,0
U05309,treatment,0
U05310,control,0
U05311,control,0
U05312,control,0
U05313,control,0
U05314,control,0
U05315,treatment,0
U05316,treatment,0
U05317,treatment,0
U05318,control,0
U05319,control,0
U05320,control,0
U05321,control,0
U05322,treatment,0
U05323,control,0
U05324,control,0
U05325,treatment,0
U05326,control,0
U05327,control,0
U05328,control,1
U05329,treatment,0
U05330,control,0
U05331,treatment,0
U05332,treatment,0
U05333,control,0
U05334,control,0
U05335,treatment,0
U05336,treatment,0
U05337,control,0
U05338,treatment,0
U05339,control,0
U05340,treatment,0
U05341,control,0
U05342,control,0
U05343,control,0
U05344,control,0
U05345,control,0
U05346,treatment,0
U05347,control,0
U05348,treatment,0
U05349,control,0
U05350,control,0
U05351,treatment,0
U05352,control,0
U05353,treatment,0
U05354,control,0
U05355,control,0
U05356,control,0
U05357,treatment,0
U05358,control,0
U05359,treatment,0
U05360,control,0
U05361,treatment,0
U05362,control,0
U05363,control,0
U05364,treatment,0
U05365,control,1
U05366,treatment,0
U05367,treatment,0
U05368,treatment,0
U05369,control,0
U05370,control,0
U05371,control,0
U05372,treatment,0
U05373,control,0
U05374,control,0
U05375,control,0
U05376,control,0
U05377,treatment,0
U05378,treatment,0
U05379,control,0
U05380,treatment,0
U05381,treatment,0
U05382,control,0
U05383,control,0
U05384,control,0
U05385,control,0
U05386,treatment,0
U05387,control,0
U05388,treatment,0
U05389,treatment,0
U05390,control,0
U05391,control,0
U05392,control,0
U05393,treatment,0
U05394,control,0
U05395,control,0
U05396,control,0
U05397,treatment,0
U05398,treatment,0
U05399,control,0
U05400,treatment,0
U05401,treatment,0
U05402,control,0
U05403,control,0
U05404,treatment,1
U05405,treatment,0
U05406,treatment,1
U05407,treatment,0
U05408,treatment,0
U05409,control,0
U05410,control,0
U05411,control,0
U05412,control,1
U05413,control,0
U05414,control,0
U05415,control,0
U05416,control,1
U05417,treatment,0
U05418,treatment,0
U05419,treatment,0
U05420,control,0
U05421,control,0
U05422,treatment,0
U05423,treatment,0
U05424,treatment,0
U05425,control,0
U05426,treatment,1
U05427,control,0
U05428,control,0
U05429,control,0
U05430,treatment,0
U05431,treatment,0
U05432,control,0
U05433,control,0
U05434,treatment,0
U05435,treatment,0
U05436,treatment,0
U05437,treatment,0
U05438,control,0
U05439,treatment,0
U05440,treatment,0
U05441,treatment,0
U05442,treatment,0
U05443,treatment,0
U05444,control,0
U05445,control,0
U05446,control,0
U05447,control,0
U05448,treatment,0
U05449,control,0
U05450,control,0
U05451,treatment,0
U05452,treatment,0
U05453,treatment,0
U05454,control,0
U05455,control,0
U05456,control,0
U05457,control,0
U05458,control,0
U05459,control,0
U05460,control,0
U05461,treatment,0
U05462,treatment,0
U05463,control,0
U05464,treatment,0
U05465,treatment,0
U05466,control,0
U05467,treatment,0
U05468,treatment,0
U05469,treatment,0
U05470,treatment,0
U05471,treatment,0
U05472,control,0
U05473,treatment,0
U05474,control,0
U05475,treatment,0
U05476,control,0
U05477,control,0
U05478,control,0
U05479,treatment,0
U05480,control,0
U05481,control,0
U05482,treatment,1
U05483,treatment,0
U05484,treatment,0
U05485,treatment,0
U05486,treatment,0
U05487,treatment,0
U05488,control,0
U05489,treatment,0
U05490,treatment,0
U05491,treatment,1
U05492,treatment,0
U05493,treatment,0
U05494,treatment,0
U05495,treatment,0
U05496,treatment,0
U05497,control,0
U05498,control,0
U05499,control,0
U05500,treatment,0
U05501,control,0
U05502,control,0
U05503,control,0
U05504,treatment,0
U05505,treatment,0
U05506,control,0
U05507,control,0
U05508,treatment,0
U05509,control,1
U05510,treatment,0
U05511,control,0
U05512,control,0
U05513,treatment,0
U05514,treatment,0
U05515,control,0
U05516,treatment,0
U05517,treatment,0
U05518,treatment,0
U05519,treatment,0
U05520,treatment,0
U05521,treatment,0
U05522,control,0
U05523,treatment,0
U05524,treatment,0
U05525,control,0
U05526,treatment,0
U05527,control,0
U05528,control,0
U05529,control,0
U05530,treatment,0
U05531,treatment,0
U05532,control,0
U05533,control,0
U05534,control,0
U05535,control,0
U05536,treatment,0
U05537,control,0
U05538,treatment,0
U05539,control,0
U05540,control,1
U05541,control,0
U05542,treatment,1
U05543,treatment,1
U05544,control,0
U05545,control,0
U05546,treatment,0
U05547,control,0
U05548,treatment,0
U05549,control,0
U05550,control,0
U05551,treatment,0
U05552,control,0
U05553,control,0
U05554,control,0
U05555,treatment,0
U05556,control,0
U05557,control,0
U05558,control,0
U05559,control,0
U05560,control,0
U05561,control,0
U05562,treatment,0
U05563,control,0
U05564,treatment,0
U05565,control,0
U05566,treatment,0
U05567,treatment,0
U05568,control,0
U05569,control,0
U05570,treatment,0
U05571,control,0
U05572,control,0
U05573,treatment,0
U05574,treatment,0
U05575,treatment,1
U05576,control,0
U05577,control,0
U05578,control,0
U05579,control,0
U05580,control,0
U05581,control,0
U05582,control,0
U05583,control,0
U05584,treatment,0
U05585,treatment,0
U05586,control,0
U05587,treatment,0
U05588,control,0
U05589,treatment,0
U05590,control,0
U05591,treatment,0
U05592,treatment,0
U05593,treatment,0
U05594,treatment,0
U05595,control,0
U05596,treatment,0
U05597,treatment,0
U05598,control,0
U05599,control,0
U05600,treatment,0
U05601,control,0
U05602,treatment,1
U05603,control,0
U05604,control,0
U05605,treatment,0
U05606,control,0
U05607,treatment,0
U05608,treatment,0
U05609,control,0
U05610,treatment,0
U05611,treatment,0
U05612,control,0
U05613,treatment,0
U05614,control,0
U05615,control,0
U05616,treatment,0
U05617,control,0
U05618,treatment,0
U05619,treatment,0
U05620,control,0
U05621,treatment,1
U05622,treatment,0
U05623,control,0
U05624,treatment,0
U05625,control,0
U05626,control,0
U05627,treatment,0
U05628,treatment,0
U05629,control,0
U05630,control,0
U05631,control,0
U05632,control,0
U05633,treatment,0
U05634,control,0
U05635,control,0
U05636,control,0
U05637,treatment,0
U05638,control,0
U05639,treatment,0
U05640,treatment,0
U05641,treatment,0
U05642,control,0
U05643,treatment,0
U05644,treatment,0
U05645,control,0
U05646,control,0
U05647,control,0
U05648,control,0
U05649,control,0
U05650,control,0
U05651,treatment,0
U05652,control,0
U05653,control,0
U05654,control,0
U05655,treatment,0
U05656,treatment,1
U05657,control,0
U05658,treatment,0
U05659,control,0
U05660,treatment,0
U05661,control,0
U05662,treatment,0
U05663,control,0
U05664,control,0
U05665,treatment,0
U05666,control,0
U05667,control,0
U05668,treatment,0
U05669,treatment,0
U05670,control,0
U05671,treatment,0
U05672,control,0
U05673,treatment,0
U05674,treatment,0
U05675,control,0
U05676,treatment,0
U05677,treatment,0
U05678,treatment,0
U05679,control,0
U05680,treatment,0
U05681,control,0
U05682,control,0
U05683,control,0
U05684,control,0
U05685,control,0
U05686,treatment,0
U05687,treatment,0
U05688,control,0
U05689,control,0
U05690,treatment,0
U05691,treatment,0
U05692,treatment,0
U05693,control,0
U05694,control,0
U05695,treatment,0
U05696,control,0
U05697,control,0
U05698,control,0
U05699,treatment,0
U05700,control,0
U05701,control,0
U05702,treatment,0
U05703,control,0
U05704,control,0
U05705,treatment,0
U05706,treatment,0
U05707,treatment,0
U05708,control,0
U05709,treatment,0
U05710,control,0
U05711,control,0
U05712,control,0
U05713,treatment,1
U05714,treatment,0
U05715,treatment,0
U05716,control,0
U05717,control,0
U05718,treatment,0
U05719,treatment,0
U05720,control,0
U05721,treatment,0
U05722,treatment,0
U05723,treatment,0
U05724,treatment,0
U05725,control,0
U05726,control,0
U05727,treatment,0
U05728,control,0
U05729,control,0
U05730,control,0
U05731,control,0
U05732,treatment,0
U05733,treatment,1
U05734,treatment,0
U05735,treatment,0
U05736,control,0
U05737,control,0
U05738,treatment,0
U05739,control,0
U05740,control,0
U05741,treatment,0
U05742,control,0
U05743,treatment,0
U05744,control,0
U05745,treatment,0
U05746,treatment,0
U05747,control,0
U05748,treatment,0
U05749,control,0
U05750,treatment,0
U05751,control,0
U05752,treatment,0
U05753,control,0
U05754,control,0
U05755,control,0
U05756,treatment,0
U05757,control,0
U05758,treatment,0
U05759,treatment,1
U05760,treatment,0
U05761,control,0
U05762,control,0
U05763,treatment,0
U05764,treatment,0
U05765,control,0
U05766,control,0
U05767,control,0
U05768,treatment,0
U05769,control,0
U05770,treatment,0
U05771,control,0
U05772,treatment,0
U05773,control,0
U05774,control,0
U05775,control,0
U05776,control,0
U05777,treatment,0
U05778,control,0
U05779,treatment,0
U05780,control,0
U05781,treatment,0
U05782,treatment,0
U05783,treatment,0
U05784,treatment,0
U05785,control,0
U05786,treatment,0
U05787,treatment,1
U05788,treatment,0
U05789,treatment,0
U05790,control,0
U05791,control,0
U05792,treatment,0
U05793,treatment,0
U05794,treatment,0
U05795,treatment,0
U05796,control,0
U05797,control,0
U05798,control,0
U05799,control,0
U05800,treatment,0
U05801,control,0
U05802,control,0
U05803,treatment,0
U05804,control,0
U05805,treatment,0
U05806,control,0
U05807,control,0
U05808,control,0
U05809,treatment,1
U05810,treatment,0
U05811,control,0
U05812,control,0
U05813,treatment,0
U05814,treatment,0
U05815,control,0
U05816,treatment,0
U05817,control,0
U05818,control,0
U05819,treatment,0
U05820,control,0
U05821,control,0
U05822,control,0
U05823,treatment,0
U05824,control,0
U05825,treatment,0
U05826,treatment,0
U05827,treatment,0
U05828,treatment,0
U05829,treatment,0
U05830,control,0
U05831,control,0
U05832,control,0
U05833,control,1
U05834,treatment,0
U05835,control,0
U05836,treatment,0
U05837,control,0
U05838,control,0
U05839,control,0
U05840,control,0
U05841,control,0
U05842,treatment,0
U05843,control,0
U05844,control,0
U05845,control,0
U05846,control,0
U05847,control,0
U05848,treatment,0
U05849,control,0
U05850,treatment,0
U05851,control,0
U05852,control,0
U05853,control,0
U05854,treatment,0
U05855,control,0
U05856,treatment,1
U05857,control,0
U05858,control,1
U05859,control,0
U05860,treatment,0
U05861,control,0
U05862,treatment,0
U05863,control,0
U05864,control,0
U05865,control,0
U05866,control,0
U05867,treatment,0
U05868,control,0
U05869,control,0
U05870,treatment,0
U05871,treatment,0
U05872,treatment,0
U05873,treatment,0
U05874,control,0
U05875,treatment,0
U05876,control,0
U05877,treatment,0
U05878,control,0
U05879,control,0
U05880,control,0
U05881,treatment,0
U05882,control,0
U05883,control,0
U05884,control,0
U05885,treatment,0
U05886,control,0
U05887,treatment,0
U05888,treatment,0
U05889,treatment,0
U05890,treatment,0
U05891,treatment,0
U05892,treatment,0
U05893,treatment,0
U05894,control,0
U05895,control,0
U05896,treatment,0
U05897,control,0
U05898,treatment,0
U05899,control,0
U05900,control,0
U05901,control,1
U05902,control,0
U05903,treatment,0
U05904,control,0
U05905,treatment,0
U05906,control,0
U05907,control,0
U05908,treatment,0
U05909,treatment,0
U05910,treatment,0
U05911,control,1
U05912,treatment,0
U05913,control,0
U05914,treatment,0
U05915,control,0
U05916,control,0
U05917,treatment,0
U05918,control,0
U05919,treatment,0
U05920,treatment,0
U05921,treatment,1
U05922,control,0
U05923,treatment,0
U05924,treatment,0
U05925,treatment,0
U05926,control,0
U05927,treatment,0
U05928,treatment,0
U05929,control,0
U05930,treatment,0
U05931,control,0
U05932,control,0
U05933,treatment,0
U05934,treatment,0
U05935,treatment,0
U05936,control,1
U05937,control,0
U05938,control,0
U05939,control,1
U05940,treatment,1
U05941,control,0
U05942,control,0
U05943,control,0
U05944,treatment,0
U05945,treatment,0
U05946,treatment,0
U05947,control,0
U05948,treatment,0
U05949,control,0
U05950,control,0
U05951,treatment,0
U05952,treatment,0
U05953,control,0
U05954,control,0
U05955,treatment,1
U05956,control,0
U05957,treatment,0
U05958,treatment,0
U05959,treatment,0
U05960,treatment,0
U05961,treatment,0
U05962,control,0
U05963,control,0
U05964,control,0
U05965,treatment,0
U05966,control,0
U05967,treatment,0
U05968,treatment,0
U05969,control,0
U05970,control,0
U05971,treatment,0
U05972,control,0
U05973,treatment,0
U05974,control,0
U05975,treatment,0
U05976,control,0
U05977,control,0
U05978,treatment,0
U05979,control,0
U05980,control,0
U05981,control,0
U05982,treatment,0
U05983,control,0
U05984,treatment,0
U05985,control,0
U05986,treatment,0
U05987,control,0
U05988,control,0
U05989,control,0
U05990,control,0
U05991,treatment,0
U05992,control,0
U05993,treatment,0
U05994,control,0
U05995,treatment,0
U05996,treatment,0
U05997,treatment,1
U05998,control,0
U05999,control,0
U06000,treatment,0
U06001,treatment,0
U06002,treatment,1
U06003,control,0
U06004,control,1
U06005,control,0
U06006,control,0
U06007,treatment,0
U06008,treatment,0
U06009,control,0
U06010,control,0
U06011,control,0
U06012,control,0
U06013,control,0
U06014,treatment,0
U06015,treatment,0
U06016,treatment,0
U06017,treatment,0
U06018,treatment,0
U06019,treatment,0
U06020,control,0
U06021,treatment,0
U06022,control,0
U06023,control,0
U06024,treatment,0
U06025,treatment,0
U06026,control,0
U06027,control,0
U06028,treatment,0
U06029,control,0
U06030,treatment,0
U06031,control,0
U06032,control,0
U06033,treatment,0
U06034,treatment,0
U06035,treatment,0
U06036,treatment,0
U06037,control,0
U06038,treatment,0
U06039,control,0
U06040,control,0
U06041,control,0
U06042,control,0
U06043,treatment,0
U06044,treatment,0
U06045,control,1
U06046,control,0
U06047,treatment,0
U06048,control,0
U06049,control,0
U06050,control,0
U06051,control,0
U06052,control,0
U06053,control,0
U06054,treatment,0
U06055,treatment,0
U06056,control,0
U06057,control,0
U06058,control,0
U06059,treatment,0
U06060,treatment,0
U06061,control,0
U06062,treatment,0
U06063,treatment,0
U06064,treatment,0
U06065,control,0
U06066,control,0
U06067,treatment,0
U06068,treatment,0
U06069,control,0
U06070,treatment,0
U06071,treatment,0
U06072,treatment,0
U06073,treatment,0
U06074,control,0
U06075,control,0
U06076,control,0
U06077,control,0
U06078,treatment,0
U06079,treatment,0
U06080,treatment,0
U06081,control,0
U06082,treatment,0
U06083,treatment,0
U06084,control,1
U06085,treatment,0
U06086,control,0
U06087,treatment,0
U06088,treatment,0
U06089,treatment,0
U06090,control,0
U06091,control,0
U06092,treatment,0
U06093,control,0
U06094,treatment,0
U06095,control,0
U06096,control,0
U06097,treatment,0
U06098,treatment,0
U06099,control,0
U06100,treatment,0
U06101,treatment,0
U06102,control,0
U06103,treatment,0
U06104,treatment,0
U06105,control,0
U06106,control,0
U06107,treatment,0
U06108,control,0
U06109,control,0
U06110,treatment,0
U06111,treatment,0
U06112,control,0
U06113,treatment,1
U06114,control,0
U06115,control,0
U06116,treatment,0
U06117,control,0
U06118,control,1
U06119,treatment,0
U06120,control,0
U06121,treatment,0
U06122,treatment,0
U06123,treatment,0
U06124,treatment,0
U06125,treatment,0
U06126,control,0
U06127,treatment,0
U06128,control,0
U06129,treatment,0
U06130,control,1
U06131,control,0
U06132,treatment,0
U06133,control,0
U06134,control,0
U06135,treatment,0
U06136,treatment,0
U06137,control,0
U06138,control,0
U06139,treatment,0
U06140,treatment,0
U06141,treatment,0
U06142,treatment,0
U06143,treatment,0
U06144,control,0
U06145,control,0
U06146,control,0
U06147,control,0
U06148,treatment,0
U06149,treatment,0
U06150,control,0
U06151,treatment,0
U06152,control,0
U06153,treatment,0
U06154,control,1
U06155,treatment,0
U06156,treatment,0
U06157,treatment,0
U06158,control,0
U06159,control,0
U06160,treatment,0
U06161,treatment,0
U06162,control,0
U06163,control,0
U06164,treatment,0
U06165,control,0
U06166,treatment,0
U06167,treatment,0
U06168,treatment,0
U06169,control,0
U06170,treatment,0
U06171,treatment,0
U06172,control,0
U06173,treatment,0
U06174,control,0
U06175,control,0
U06176,control,0
U06177,control,0
U06178,control,0
U06179,control,0
U06180,treatment,0
U06181,control,0
U06182,control,0
U06183,control,0
U06184,control,0
U06185,control,0
U06186,treatment,0
U06187,treatment,0
U06188,control,0
U06189,treatment,0
U06190,control,0
U06191,control,0
U06192,control,0
U06193,control,0
U06194,control,0
U06195,control,0
U06196,control,0
U06197,treatment,0
U06198,control,0
U06199,control,0
U06200,control,0
U06201,treatment,1
U06202,treatment,0
U06203,control,0
U06204,treatment,0
U06205,treatment,0
U06206,control,0
U06207,control,0
U06208,control,0
U06209,control,0
U06210,treatment,0
U06211,control,0
U06212,control,0
U06213,treatment,1
U06214,control,0
U06215,treatment,0
U06216,control,0
U06217,control,0
U06218,control,0
U06219,treatment,0
U06220,control,0
U06221,control,0
U06222,control,0
U06223,control,0
U06224,treatment,0
U06225,treatment,0
U06226,treatment,0
U06227,treatment,0
U06228,treatment,0
U06229,control,0
U06230,treatment,1
U06231,control,0
U06232,treatment,0
U06233,control,0
U06234,treatment,0
U06235,treatment,0
U06236,control,0
U06237,control,0
U06238,control,0
U06239,treatment,0
U06240,control,0
U06241,control,0
U06242,control,0
U06243,treatment,0
U06244,treatment,0
U06245,control,0
U06246,control,0
U06247,control,0
U06248,control,0
U06249,control,0
U06250,control,0
U06251,treatment,0
U06252,treatment,0
U06253,control,0
U06254,treatment,0
U06255,treatment,0
U06256,control,0
U06257,control,0
U06258,treatment,1
U06259,treatment,0
U06260,control,0
U06261,control,0
U06262,control,0
U06263,treatment,0
U06264,control,0
U06265,control,0
U06266,treatment,0
U06267,control,0
U06268,control,0
U06269,treatment,0
U06270,treatment,0
U06271,control,0
U06272,control,1
U06273,control,0
U06274,control,0
U06275,treatment,0
U06276,treatment,0
U06277,control,0
U06278,control,0
U06279,treatment,0
U06280,treatment,0
U06281,treatment,0
U06282,control,0
U06283,control,0
U06284,treatment,0
U06285,treatment,0
U06286,control,0
U06287,treatment,0
U06288,treatment,0
U06289,control,0
U06290,control,0
U06291,treatment,0
U06292,control,0
U06293,control,0
U06294,treatment,0
U06295,control,0
U06296,control,0
U06297,treatment,0
U06298,treatment,0
U06299,treatment,0
U06300,control,0
U06301,control,0
U06302,control,0
U06303,treatment,0
U06304,treatment,0
U06305,control,0
U06306,control,0
U06307,treatment,0
U06308,control,0
U06309,control,0
U06310,control,1
U06311,control,0
U06312,control,0
U06313,treatment,0
U06314,control,0
U06315,control,0
U06316,treatment,0
U06317,control,1
U06318,treatment,0
U06319,treatment,0
U06320,treatment,0
U06321,treatment,1
U06322,control,0
U06323,treatment,0
U06324,control,0
U06325,control,0
U06326,treatment,0
U06327,treatment,1
U06328,treatment,1
U06329,treatment,0
U06330,control,0
U06331,treatment,0
U06332,treatment,0
U06333,control,0
U06334,control,0
U06335,control,0
U06336,control,0
U06337,treatment,0
U06338,treatment,0
U06339,treatment,0
U06340,control,0
U06341,treatment,0
U06342,control,0
U06343,treatment,0
U06344,control,0
U06345,control,0
U06346,treatment,0
U06347,control,0
U06348,treatment,0
U06349,control,0
U06350,treatment,0
U06351,treatment,0
U06352,treatment,0
U06353,control,0
U06354,treatment,0
U06355,control,0
U06356,treatment,0
U06357,control,0
U06358,treatment,0
U06359,treatment,0
U06360,treatment,0
U06361,treatment,0
U06362,control,0
U06363,treatment,0
U06364,control,0
U06365,control,0
U06366,treatment,0
U06367,treatment,0
U06368,control,0
U06369,control,1
U06370,treatment,1
U06371,treatment,0
U06372,treatment,0
U06373,treatment,0
U06374,treatment,0
U06375,control,0
U06376,treatment,0
U06377,control,0
U06378,treatment,0
U06379,control,0
U06380,control,0
U06381,treatment,0
U06382,control,0
U06383,treatment,0
U06384,treatment,0
U06385,control,0
U06386,treatment,0
U06387,control,0
U06388,treatment,0
U06389,control,0
U06390,control,0
U06391,treatment,0
U06392,treatment,0
U06393,control,1
U06394,control,0
U06395,control,0
U06396,control,0
U06397,treatment,0
U06398,control,0
U06399,treatment,0
U06400,control,0
U06401,treatment,0
U06402,control,0
U06403,control,0
U06404,control,0
U06405,treatment,0
U06406,control,0
U06407,control,0
U06408,treatment,0
U06409,control,0
U06410,control,0
U06411,control,0
U06412,treatment,1
U06413,control,0
U06414,control,0
U06415,control,0
U06416,treatment,0
U06417,control,0
U06418,control,0
U06419,treatment,0
U06420,treatment,0
U06421,treatment,0
U06422,control,0
U06423,treatment,0
U06424,treatment,0
U06425,treatment,0
U06426,control,0
U06427,treatment,1
U06428,control,0
U06429,treatment,0
U06430,treatment,0
U06431,control,0
U06432,control,0
U06433,treatment,0
U06434,treatment,0
U06435,treatment,0
U06436,control,0
U06437,control,0
U06438,control,0
U06439,control,0
U06440,control,0
U06441,treatment,0
U06442,control,0
U06443,treatment,0
U06444,control,0
U06445,treatment,1
U06446,treatment,0
U06447,control,0
U06448,control,0
U06449,control,0
U06450,control,0
U06451,control,0
U06452,treatment,0
U06453,treatment,0
U06454,control,0
U06455,treatment,0
U06456,control,0
U06457,treatment,0
U06458,treatment,0
U06459,control,0
U06460,control,0
U06461,treatment,0
U06462,control,0
U06463,control,0
U06464,control,0
U06465,treatment,0
U06466,control,0
U06467,treatment,0
U06468,control,0
U06469,control,0
U06470,control,0
U06471,treatment,1
U06472,control,0
U06473,treatment,0
U06474,treatment,1
U06475,control,0
U06476,treatment,0
U06477,treatment,1
U06478,control,0
U06479,treatment,0
U06480,control,1
U06481,control,0
U06482,treatment,0
U06483,control,0
U06484,control,0
U06485,treatment,0
U06486,control,0
U06487,control,0
U06488,control,0
U06489,control,0
U06490,control,0
U06491,treatment,0
U06492,treatment,0
U06493,treatment,0
U06494,control,0
U06495,control,0
U06496,control,0
U06497,treatment,0
U06498,treatment,0
U06499,control,0
U06500,treatment,0
U06501,control,0
U06502,control,0
U06503,control,0
U06504,control,0
U06505,control,0
U06506,control,0
U06507,treatment,0
U06508,control,0
U06509,control,0
U06510,treatment,0
U06511,control,0
U06512,treatment,0
U06513,control,0
U06514,control,0
U06515,control,0
U06516,control,0
U06517,treatment,1
U06518,control,0
U06519,treatment,0
U06520,control,1
U06521,control,0
U06522,control,0
U06523,treatment,0
U06524,treatment,0
U06525,control,0
U06526,treatment,1
U06527,control,1
U06528,control,0
U06529,treatment,0
U06530,control,0
U06531,treatment,0
U06532,treatment,0
U06533,control,0
U06534,treatment,0
U06535,treatment,0
U06536,control,0
U06537,treatment,0
U06538,treatment,0
U06539,control,0
U06540,control,0
U06541,treatment,0
U06542,treatment,0
U06543,control,1
U06544,treatment,0
U06545,control,0
U06546,treatment,0
U06547,treatment,0
U06548,control,0
U06549,control,0
U06550,control,0
U06551,treatment,0
U06552,control,0
U06553,control,0
U06554,treatment,0
U06555,control,0
U06556,control,0
U06557,treatment,0
U06558,treatment,0
U06559,treatment,0
U06560,treatment,0
